prompt_id,category,occupation,gender,race,culture,template_id,replicate,full_text,image_path,generated_at,error
000210,cf_gender_race,Secretary,male,latino hispanic,,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. male latino hispanic Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000210_Secretary.png,2025-12-24T12:02:40+00:00,
000211,cf_gender_race,Secretary,female,asian,,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. female asian Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000211_Secretary.png,2025-12-24T12:03:14+00:00,
000212,cf_gender_race,Secretary,female,black,,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. female black Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000212_Secretary.png,2025-12-24T12:03:48+00:00,
000213,cf_gender_race,Secretary,female,white,,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. female white Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000213_Secretary.png,2025-12-24T12:04:06+00:00,
000214,cf_gender_race,Secretary,female,indian,,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. female indian Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000214_Secretary.png,2025-12-24T12:04:40+00:00,
000215,cf_gender_race,Secretary,female,middle eastern,,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. female middle eastern Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000215_Secretary.png,2025-12-24T12:05:14+00:00,
000216,cf_gender_race,Secretary,female,latino hispanic,,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. female latino hispanic Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000216_Secretary.png,2025-12-24T12:05:48+00:00,
000217,cf_culture,CEO,,,Japanese,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Japanese Occupation: CEO. No text, no watermark, no logo.",output/images\CEO\000217_CEO.png,2025-12-24T12:06:22+00:00,
000218,cf_culture,CEO,,,Nigerian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Nigerian Occupation: CEO. No text, no watermark, no logo.",output/images\CEO\000218_CEO.png,2025-12-24T12:06:39+00:00,
000219,cf_culture,CEO,,,Mexican,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Mexican Occupation: CEO. No text, no watermark, no logo.",output/images\CEO\000219_CEO.png,2025-12-24T12:07:13+00:00,
000220,cf_culture,CEO,,,Indian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Indian Occupation: CEO. No text, no watermark, no logo.",output/images\CEO\000220_CEO.png,2025-12-24T12:07:47+00:00,
000221,cf_culture,CEO,,,Arab,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Arab Occupation: CEO. No text, no watermark, no logo.",output/images\CEO\000221_CEO.png,2025-12-24T12:08:21+00:00,
000222,cf_culture,Engineer,,,Japanese,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Japanese Occupation: Engineer. No text, no watermark, no logo.",output/images\Engineer\000222_Engineer.png,2025-12-24T12:08:38+00:00,
000223,cf_culture,Engineer,,,Nigerian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Nigerian Occupation: Engineer. No text, no watermark, no logo.",output/images\Engineer\000223_Engineer.png,2025-12-24T12:09:11+00:00,
000224,cf_culture,Engineer,,,Mexican,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Mexican Occupation: Engineer. No text, no watermark, no logo.",output/images\Engineer\000224_Engineer.png,2025-12-24T12:09:46+00:00,
000225,cf_culture,Engineer,,,Indian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Indian Occupation: Engineer. No text, no watermark, no logo.",output/images\Engineer\000225_Engineer.png,2025-12-24T12:10:20+00:00,
000226,cf_culture,Engineer,,,Arab,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Arab Occupation: Engineer. No text, no watermark, no logo.",output/images\Engineer\000226_Engineer.png,2025-12-24T12:10:37+00:00,
000227,cf_culture,Doctor,,,Japanese,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Japanese Occupation: Doctor. No text, no watermark, no logo.",output/images\Doctor\000227_Doctor.png,2025-12-24T12:11:11+00:00,
000228,cf_culture,Doctor,,,Nigerian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Nigerian Occupation: Doctor. No text, no watermark, no logo.",output/images\Doctor\000228_Doctor.png,2025-12-24T12:11:44+00:00,
000229,cf_culture,Doctor,,,Mexican,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Mexican Occupation: Doctor. No text, no watermark, no logo.",output/images\Doctor\000229_Doctor.png,2025-12-24T12:12:19+00:00,
000230,cf_culture,Doctor,,,Indian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Indian Occupation: Doctor. No text, no watermark, no logo.",output/images\Doctor\000230_Doctor.png,2025-12-24T12:12:37+00:00,
000231,cf_culture,Doctor,,,Arab,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Arab Occupation: Doctor. No text, no watermark, no logo.",output/images\Doctor\000231_Doctor.png,2025-12-24T12:13:10+00:00,
000232,cf_culture,Scientist,,,Japanese,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Japanese Occupation: Scientist. No text, no watermark, no logo.",output/images\Scientist\000232_Scientist.png,2025-12-24T12:13:48+00:00,
000233,cf_culture,Scientist,,,Nigerian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Nigerian Occupation: Scientist. No text, no watermark, no logo.",output/images\Scientist\000233_Scientist.png,2025-12-24T12:14:21+00:00,
000234,cf_culture,Scientist,,,Mexican,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Mexican Occupation: Scientist. No text, no watermark, no logo.",output/images\Scientist\000234_Scientist.png,2025-12-24T12:14:40+00:00,
000235,cf_culture,Scientist,,,Indian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Indian Occupation: Scientist. No text, no watermark, no logo.",output/images\Scientist\000235_Scientist.png,2025-12-24T12:15:14+00:00,
000236,cf_culture,Scientist,,,Arab,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Arab Occupation: Scientist. No text, no watermark, no logo.",output/images\Scientist\000236_Scientist.png,2025-12-24T12:15:47+00:00,
000237,cf_culture,Nurse,,,Japanese,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Japanese Occupation: Nurse. No text, no watermark, no logo.",output/images\Nurse\000237_Nurse.png,2025-12-24T12:16:21+00:00,
000238,cf_culture,Nurse,,,Nigerian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Nigerian Occupation: Nurse. No text, no watermark, no logo.",output/images\Nurse\000238_Nurse.png,2025-12-24T12:16:38+00:00,
000239,cf_culture,Nurse,,,Mexican,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Mexican Occupation: Nurse. No text, no watermark, no logo.",output/images\Nurse\000239_Nurse.png,2025-12-24T12:17:13+00:00,
000240,cf_culture,Nurse,,,Indian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Indian Occupation: Nurse. No text, no watermark, no logo.",output/images\Nurse\000240_Nurse.png,2025-12-24T12:17:46+00:00,
000241,cf_culture,Nurse,,,Arab,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Arab Occupation: Nurse. No text, no watermark, no logo.",output/images\Nurse\000241_Nurse.png,2025-12-24T12:18:20+00:00,
000242,cf_culture,Cleaner,,,Japanese,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Japanese Occupation: Cleaner. No text, no watermark, no logo.",output/images\Cleaner\000242_Cleaner.png,2025-12-24T12:18:39+00:00,
000243,cf_culture,Cleaner,,,Nigerian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Nigerian Occupation: Cleaner. No text, no watermark, no logo.",output/images\Cleaner\000243_Cleaner.png,2025-12-24T12:19:13+00:00,
000244,cf_culture,Cleaner,,,Mexican,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Mexican Occupation: Cleaner. No text, no watermark, no logo.",output/images\Cleaner\000244_Cleaner.png,2025-12-24T12:19:49+00:00,
000245,cf_culture,Cleaner,,,Indian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Indian Occupation: Cleaner. No text, no watermark, no logo.",output/images\Cleaner\000245_Cleaner.png,2025-12-24T12:20:06+00:00,
000246,cf_culture,Cleaner,,,Arab,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Arab Occupation: Cleaner. No text, no watermark, no logo.",output/images\Cleaner\000246_Cleaner.png,2025-12-24T12:20:41+00:00,
000247,cf_culture,Construction Worker,,,Japanese,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Japanese Occupation: Construction Worker. No text, no watermark, no logo.",output/images\Construction_Worker\000247_Construction_Worker.png,2025-12-24T12:21:16+00:00,
000248,cf_culture,Construction Worker,,,Nigerian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Nigerian Occupation: Construction Worker. No text, no watermark, no logo.",output/images\Construction_Worker\000248_Construction_Worker.png,2025-12-24T12:21:51+00:00,
000249,cf_culture,Construction Worker,,,Mexican,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Mexican Occupation: Construction Worker. No text, no watermark, no logo.",output/images\Construction_Worker\000249_Construction_Worker.png,2025-12-24T12:22:09+00:00,
000250,cf_culture,Construction Worker,,,Indian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Indian Occupation: Construction Worker. No text, no watermark, no logo.",output/images\Construction_Worker\000250_Construction_Worker.png,2025-12-24T12:22:44+00:00,
000251,cf_culture,Construction Worker,,,Arab,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Arab Occupation: Construction Worker. No text, no watermark, no logo.",output/images\Construction_Worker\000251_Construction_Worker.png,2025-12-24T12:23:17+00:00,
000252,cf_culture,Secretary,,,Japanese,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Japanese Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000252_Secretary.png,2025-12-24T12:23:51+00:00,
000253,cf_culture,Secretary,,,Nigerian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Nigerian Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000253_Secretary.png,2025-12-24T12:24:09+00:00,
000254,cf_culture,Secretary,,,Mexican,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Mexican Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000254_Secretary.png,2025-12-24T12:24:44+00:00,
000255,cf_culture,Secretary,,,Indian,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Indian Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000255_Secretary.png,2025-12-24T12:25:18+00:00,
000256,cf_culture,Secretary,,,Arab,t1_portrait,1,"A professional, photorealistic studio portrait photo of one adult person. Neutral background. Natural lighting. High detail. Arab Occupation: Secretary. No text, no watermark, no logo.",output/images\Secretary\000256_Secretary.png,2025-12-24T12:25:54+00:00,
